gene_id,fpkm_Sample1,fpkm_Sample2
YJR024C,32.9,16.4
YJR025C,429.3,273.0
YJR027W,15.4,40.6
YJR030C,27.4,12.3
YJR032W,26.0,18.4
YJR033C,24.8,26.3
YJR034W,47.9,17.4
YJR035W,16.7,8.1
YJR036C,10.8,3.9
YJR038C,14.6,8.2
YJR039W,21.9,8.9
YJR040W,26.7,16.4
YJR041C,9.4,12.9
YJR042W,59.1,23.2
YJR043C,11.5,4.9
YJR044C,289.1,56.3
YJR045C,1042.9,638.4
YJR046W,178.1,36.3
YJR048W,352.5,192.0
YJR049C,71.8,40.5
YJR050W,24.7,7.5
YJR051W,29.6,23.5
YJR052W,21.3,8.4
YJR054W,15.3,6.5
YJR056C,11.1,3.0
YJR057W,36.0,18.2
YJR058C,86.2,26.2
YJR059W,86.0,35.0
YJR060W,26.8,12.7
YJR061W,35.5,13.8
YJR062C,29.8,16.8
YJR063W,35.7,13.3
YJR064W,179.9,78.8
YJR065C,371.1,124.0
YJR066W,12.7,31.5
YJR067C,28.0,17.9
YJR068W,53.0,23.5
YJR069C,72.1,29.5
YJR070C,71.2,31.9
YJR071W,10.1,5.7
YJR072C,82.5,39.3
YJR073C,571.6,181.2
YJR074W,49.5,26.4
YJR075W,91.1,34.4
YJR076C,89.3,28.0
YJR077C,118.2,67.4
YJR080C,46.1,19.7
YJR082C,123.5,33.5
YJR083C,30.4,6.9
YJR084W,23.5,7.7
YJR085C,516.2,158.0
YJR086W,458.7,85.4
YJR087W,90.7,51.7
YJR088C,133.7,64.6
YJR089W,20.3,10.1
YJR090C,41.9,25.7
YJR091C,79.1,53.6
YJR092W,23.4,26.0
YJR093C,50.6,10.8
YJR094C,14.5,2.4
YJR094W-A,1166.9,794.1
YJR095W,14.7,2.7
YJR096W,179.8,45.0
YJR097W,24.2,4.4
YJR099W,34.2,13.8
YJR100C,41.0,16.3
YJR101W,49.5,16.8
YJR102C,49.7,11.4
YJR103W,101.2,84.6
YJR104C,1468.7,781.9
YJR105W,422.1,371.1
YJR106W,35.4,15.2
YJR107W,48.8,17.0
YJR109C,49.4,241.7
YJR110W,15.8,6.8
YJR111C,34.7,8.3
YJR112W-A,61.1,13.9
YJR113C,80.3,18.8
YJR114W,101.7,29.7
YJR115W,39.6,9.7
YJR116W,68.1,15.9
YJR117W,303.3,79.7
YJR118C,90.0,41.2
YJR119C,37.6,14.0
YJR121W,203.7,136.4
YJR122W,56.7,15.9
YJR123W,1741.9,1325.7
YJR124C,15.2,9.0
YJR125C,213.0,70.7
YJR126C,66.2,25.6
YJR127C,17.4,7.5
YJR130C,40.8,20.4
YJR131W,11.5,11.7
YJR132W,17.1,27.2
YJR133W,86.4,32.3
YJR134C,25.6,13.1
YJR135W-A,234.5,136.5
YJR136C,14.4,5.3
YJR137C,23.6,28.1
YJR138W,12.4,10.6
YJR139C,578.6,523.8
YJR140C,8.9,13.9
YJR140W-A,41.9,38.3
YJR141W,15.9,5.8
YJR142W,93.8,42.8
YJR143C,39.2,45.9
YJR144W,29.9,11.8
YJR145C,638.5,617.9
YJR146W,10.9,6.8
YJR147W,16.4,7.9
YJR148W,222.3,130.0
YJR149W,64.0,27.8
YJR154W,13.0,7.9
YJR155W,27.2,7.4
YKL001C,84.2,16.5
YKL002W,142.9,33.3
YKL003C,195.2,39.6
YKL004W,41.4,22.3
YKL005C,45.0,11.9
YKL006C-A,75.9,23.1
YKL006W,73.0,65.5
YKL007W,254.4,61.9
YKL008C,49.3,30.2
YKL009W,161.5,38.2
YKL010C,91.6,69.5
YKL011C,66.1,19.6
YKL012W,42.5,12.2
YKL013C,511.5,142.1
YKL014C,14.5,38.4
YKL015W,18.6,15.8
YKL016C,192.7,71.7
YKL018C-A,62.7,13.2
YKL018W,19.3,5.4
YKL019W,82.6,34.7
YKL020C,59.4,26.9
YKL021C,28.5,15.1
YKL022C,23.5,10.6
YKL023C-A,486.7,298.7
YKL023W,63.1,17.5
YKL024C,160.3,71.4
YKL025C,47.4,13.2
YKL026C,100.7,18.3
YKL027W,51.1,15.6
YKL028W,100.6,23.9
YKL029C,46.1,27.6
YKL030W,17.2,13.7
YKL032C,20.1,7.7
YKL033W-A,192.1,91.4
YKL034W,29.3,12.3
YKL035W,1154.7,484.0
YKL036C,19.4,10.4
YKL037W,11.4,4.0
YKL038W,36.2,41.1
YKL039W,172.9,58.9
YKL040C,123.5,29.5
YKL041W,179.5,17.4
YKL042W,14.3,5.5
YKL043W,152.8,36.9
YKL044W,32.8,9.3
YKL045W,21.6,10.6
YKL046C,117.5,28.6
YKL047W,35.5,14.4
YKL048C,11.3,5.1
YKL049C,42.7,19.1
YKL050C,15.1,7.4
YKL051W,71.8,30.1
YKL052C,41.5,11.4
YKL053C-A,171.8,56.6
YKL053W,17.6,4.5
YKL054C,113.9,133.5
YKL055C,13.3,5.3
YKL056C,1836.1,1198.6
YKL057C,41.3,29.5
YKL058W,175.5,60.3
YKL059C,24.4,8.5
YKL060C,14355.6,14751.7
YKL061W,98.3,33.0
YKL062W,24.9,11.4
YKL063C,76.4,20.8
YKL064W,62.1,38.7
YKL065C,990.7,234.3
YKL065W-A,41.6,10.0
YKL066W,26.8,16.1
YKL067W,361.6,130.7
YKL068W,28.8,15.8
YKL068W-A,164.4,36.0
YKL069W,75.2,61.8
YKL070W,42.4,18.2
YKL071W,37.0,16.4
YKL072W,11.4,6.2
YKL073W,28.6,24.9
YKL074C,12.5,5.5
YKL075C,18.6,5.8
YKL076C,20.0,5.6
YKL077W,131.3,66.0
YKL079W,28.2,11.7
YKL080W,304.6,227.1
YKL081W,191.1,228.0
YKL082C,97.6,17.0
YKL083W,75.1,10.7
YKL084W,89.9,25.2
YKL085W,138.9,44.0
YKL087C,133.7,26.6
YKL088W,51.6,19.0
YKL089W,23.0,6.4
YKL090W,26.6,9.5
YKL091C,151.3,33.1
YKL092C,13.8,8.2
YKL093W,53.0,12.8
YKL094W,146.1,54.0
YKL095W,21.7,7.7
YKL096C-B,20.1,31.7
YKL096W,329.0,133.7
YKL096W-A,1236.9,571.8
YKL098W,29.0,7.9
YKL099C,35.4,16.8
YKL100C,88.0,32.1
YKL101W,40.4,16.5
YKL103C,149.4,97.7
YKL104C,176.9,237.9
YKL105C,31.3,14.3
YKL106C-A,119.7,177.3
YKL106W,29.4,11.6
YKL107W,12.5,3.5
YKL108W,14.4,4.0
YKL109W,126.7,35.4
YKL110C,94.4,26.5
YKL111C,52.2,36.5
YKL112W,36.9,29.6
YKL113C,21.2,9.2
YKL114C,54.1,20.4
YKL116C,13.7,6.1
YKL117W,1794.6,492.4
YKL118W,12.3,7.0
YKL119C,46.0,17.5
YKL120W,20.2,7.7
YKL121W,25.3,10.3
YKL122C,113.9,21.4
YKL123W,59.2,15.0
YKL124W,50.4,17.0
YKL125W,57.6,14.6
YKL126W,88.9,43.4
YKL127W,37.7,50.0
YKL128C,123.0,45.7
YKL129C,22.7,21.5
YKL130C,46.9,12.9
YKL133C,30.3,8.6
YKL134C,10.3,6.1
YKL135C,62.3,31.7
YKL136W,55.6,22.3
YKL137W,152.6,38.3
YKL138C,154.1,38.2
YKL138C-A,369.5,119.9
YKL139W,49.8,13.7
YKL140W,58.4,25.6
YKL141W,204.7,65.2
YKL142W,688.1,221.3
YKL143W,66.0,26.9
YKL144C,53.3,19.4
YKL145W,227.0,101.6
YKL146W,35.6,17.8
YKL148C,37.5,30.7
YKL149C,18.1,5.1
YKL150W,693.1,149.8
YKL151C,836.9,139.9
YKL152C,15146.3,7627.4
YKL153W,6183.4,3106.9
YKL154W,28.1,10.1
YKL155C,14.6,7.1
YKL156C-A,1326.2,713.9
YKL156W,812.6,224.6
YKL157W,181.6,194.2
YKL159C,32.7,10.2
YKL160W,297.8,225.2
YKL161C,39.9,14.3
YKL162C,11.0,3.4
YKL162C-A,88.0,30.4
YKL163W,273.4,49.5
YKL164C,206.6,69.5
YKL165C,14.0,12.2
YKL166C,19.5,5.4
YKL167C,186.3,37.8
YKL168C,24.0,11.6
YKL169C,51.2,13.8
YKL170W,84.0,21.0
YKL171W,15.4,7.9
YKL172W,70.4,25.7
YKL173W,14.5,14.3
YKL174C,24.0,11.5
YKL175W,46.2,21.9
YKL176C,26.4,17.2
YKL179C,49.0,26.4
YKL180W,619.1,512.5
YKL181W,143.8,51.7
YKL182W,106.8,792.0
YKL183W,26.0,9.5
YKL184W,82.9,127.9
YKL185W,29.6,9.2
YKL186C,75.1,19.8
YKL187C,51.3,16.8
YKL188C,18.9,6.1
YKL189W,22.9,7.8
YKL190W,269.5,83.2
YKL191W,29.1,23.0
YKL192C,580.0,108.9
YKL193C,96.0,26.5
YKL194C,23.6,9.1
YKL195W,163.5,56.5
YKL196C,262.0,86.6
YKL197C,16.0,21.9
YKL198C,16.1,5.6
YKL201C,31.2,6.2
YKL203C,14.1,15.5
YKL204W,91.0,38.5
YKL205W,25.2,18.4
YKL206C,58.6,14.0
YKL207W,207.4,70.0
YKL208W,17.2,6.4
YKL209C,21.7,24.4
YKL210W,289.7,458.0
YKL211C,108.3,76.9
YKL212W,124.7,85.8
YKL213C,86.7,39.9
YKL214C,33.5,15.9
YKL215C,31.4,34.6
YKL216W,599.4,603.3
YKL217W,24.4,9.7
YKL218C,41.8,15.2
YKL219W,69.8,21.8
YKL220C,11.0,4.3
YKL222C,12.9,4.7
YKR001C,129.1,146.9
YKR002W,59.1,30.3
YKR003W,38.8,24.1
YKR004C,19.4,6.6
YKR005C,26.8,9.7
YKR006C,72.7,35.6
YKR007W,69.1,14.9
YKR008W,38.3,12.7
YKR009C,14.0,6.0
YKR011C,135.8,33.5
YKR012C,31.3,14.4
YKR013W,71.2,31.1
YKR014C,552.4,124.7
YKR015C,24.7,5.4
YKR016W,63.9,26.2
YKR017C,29.5,12.8
YKR018C,119.4,133.5
YKR020W,56.6,18.7
YKR021W,23.4,9.1
YKR022C,38.1,12.4
YKR023W,29.1,8.4
YKR025W,39.2,18.4
YKR026C,30.3,13.8
YKR027W,10.7,5.2
YKR028W,50.9,24.7
YKR029C,21.3,12.8
YKR030W,71.3,20.6
YKR031C,16.0,15.0
YKR035C,175.3,35.7
YKR035W-A,71.4,9.3
YKR036C,18.5,9.4
YKR037C,18.6,5.5
YKR038C,57.6,16.1
YKR039W,150.9,31.6
YKR042W,2185.5,420.9
YKR043C,184.2,78.8
YKR044W,30.9,8.7
YKR045C,25.1,7.0
YKR046C,676.8,429.6
YKR047W,132.3,82.1
YKR048C,504.0,219.2
YKR049C,239.0,72.5
YKR050W,12.0,6.7
YKR051W,38.5,10.6
YKR052C,49.7,15.3
YKR053C,44.5,14.3
YKR054C,15.8,17.1
YKR055W,15.5,7.2
YKR056W,28.5,10.7
YKR057W,967.2,414.9
YKR058W,37.2,9.2
YKR059W,20.7,33.6
YKR060W,18.0,6.1
YKR061W,51.3,14.9
YKR062W,50.9,23.4
YKR063C,26.3,12.6
YKR064W,45.8,15.7
YKR065C,242.3,76.5
YKR066C,322.2,150.7
YKR067W,70.5,26.9
YKR068C,146.5,35.1
YKR069W,40.9,7.9
YKR070W,53.5,29.8
YKR071C,350.9,86.7
YKR072C,47.8,15.0
YKR074W,265.3,72.8
YKR075C,59.4,10.0
YKR075W-A,24.2,4.1
YKR076W,83.6,36.2
YKR077W,18.4,4.3
YKR079C,15.3,9.2
YKR080W,262.4,71.6
YKR081C,36.1,19.3
YKR082W,27.2,38.0
YKR083C,22.5,6.2
YKR084C,55.2,42.9
YKR085C,84.7,35.0
YKR087C,75.1,28.0
YKR088C,89.5,33.6
YKR089C,92.9,44.3
YKR090W,19.2,8.3
YKR091W,149.6,16.8
YKR092C,49.2,14.5
YKR093W,47.5,35.2
YKR094C,677.7,424.7
YKR095W,37.6,53.2
YKR095W-A,25.2,11.6
YKR096W,40.8,20.9
YKR097W,14.6,6.5
YKR098C,41.5,18.4
YKR099W,11.7,8.8
YKR100C,130.4,42.5
YKR101W,16.7,4.7
YKR103W,12.7,5.9
YKR104W,21.0,4.7
YLL001W,26.3,25.1
YLL003W,15.6,6.4
YLL005C,25.6,9.1
YLL006W,37.3,20.4
YLL007C,19.1,7.9
YLL008W,23.1,39.8
YLL009C,371.6,85.7
YLL010C,35.6,9.7
YLL011W,19.4,9.0
YLL012W,43.5,18.1
YLL013C,7.4,19.3
YLL014W,267.9,89.0
YLL015W,58.9,32.5
YLL017W,13.1,5.6
YLL018C,346.3,469.8
YLL018C-A,12.5,10.0
YLL019C,34.5,25.5
YLL020C,30.6,19.6
YLL021W,21.3,40.3
YLL022C,86.6,24.2
YLL023C,250.4,58.0
YLL024C,1137.5,920.1
YLL025W,17.6,4.7
YLL026W,4046.8,2244.9
YLL027W,167.1,42.5
YLL028W,169.1,53.5
YLL029W,92.4,43.8
YLL031C,23.3,14.2
YLL032C,20.8,10.1
YLL033W,29.7,11.7
YLL034C,18.4,16.0
YLL035W,25.2,8.6
YLL036C,32.7,10.9
YLL037W,16.2,7.8
YLL038C,25.4,14.6
YLL039C,902.2,509.8
YLL040C,56.3,73.3
YLL041C,190.6,43.2
YLL042C,19.9,5.4
YLL043W,71.5,25.1
YLL044W,1065.9,1000.3
YLL045C,893.8,598.2
YLL048C,85.4,103.5
YLL049W,243.0,56.6
YLL050C,1652.0,869.6
YLL051C,53.5,22.9
YLL052C,65.5,13.3
YLL053C,86.2,18.1
YLL055W,31.6,10.9
YLL056C,18.8,4.4
YLL057C,15.7,4.6
YLL058W,12.9,11.7
YLL060C,21.8,7.5
YLL061W,22.0,9.7
YLL062C,26.0,6.1
YLL063C,18.4,5.5
YLL066W-B,0.0,10.7
YLR001C,30.3,15.1
YLR002C,15.6,15.0
YLR003C,38.8,17.6
YLR005W,31.5,14.4
YLR006C,38.0,14.5
YLR007W,42.2,13.0
YLR008C,94.0,24.4
YLR009W,79.7,30.1
YLR010C,37.3,10.4
YLR011W,21.3,6.2
YLR015W,11.5,7.1
YLR016C,37.0,14.3
YLR017W,50.3,28.6
YLR018C,37.2,10.6
YLR019W,62.8,15.6
YLR020C,33.8,9.5
YLR021W,39.7,13.9
YLR022C,55.0,18.5
YLR023C,34.8,20.7
YLR025W,462.7,68.0
YLR026C,49.7,18.7
YLR027C,495.7,302.5
YLR028C,213.1,58.9
YLR029C,2393.1,2062.3
YLR030W,31.6,5.7
YLR031W,40.0,6.8
YLR033W,63.4,24.1
YLR034C,94.6,39.3
YLR035C,18.8,6.5
YLR036C,82.7,13.4
YLR037C,15.6,3.2
YLR038C,401.0,172.9
YLR039C,13.5,9.2
YLR043C,840.7,416.6
YLR044C,5334.2,10709.9
YLR045C,20.0,15.5
YLR046C,27.3,9.2
YLR047C,16.6,8.6
YLR048W,565.9,653.2
YLR049C,14.4,5.8
YLR050C,145.1,53.2
YLR051C,76.2,26.4
YLR052W,58.9,14.6
YLR053C,96.4,15.2
YLR054C,10.6,5.6
YLR055C,23.5,8.6
YLR056W,228.3,99.7
YLR057W,24.9,9.0
YLR058C,514.2,220.0
YLR059C,77.2,38.7
YLR060W,265.0,121.1
YLR061W,957.2,705.8
YLR062C,194.6,103.5
YLR063W,13.4,5.0
YLR064W,440.9,86.4
YLR065C,78.9,23.9
YLR066W,140.1,53.3
YLR068W,47.1,7.2
YLR069C,49.7,29.0
YLR070C,20.7,4.8
YLR071C,27.9,18.6
YLR072W,24.5,6.5
YLR073C,10.6,3.9
YLR074C,78.7,39.7
YLR075W,3464.3,3149.6
YLR076C,149.3,114.1
YLR077W,25.1,10.6
YLR078C,57.1,17.2
YLR079W,88.8,22.5
YLR080W,31.9,12.4
YLR082C,22.9,6.2
YLR083C,28.7,26.4
YLR084C,15.4,8.5
YLR085C,18.9,10.0
YLR086W,13.1,17.2
YLR087C,9.3,14.7
YLR088W,26.1,27.3
YLR089C,114.9,59.4
YLR090W,27.4,14.3
YLR091W,26.9,7.0
YLR092W,23.6,8.4
YLR093C,204.5,49.2
YLR094C,21.9,7.9
YLR095C,37.3,15.9
YLR096W,24.0,17.3
YLR097C,60.3,14.8
YLR098C,18.6,6.9
YLR099C,30.2,11.6
YLR099W-A,84.6,29.4
YLR100W,177.9,94.3
YLR101C,95.9,60.0
YLR102C,52.3,17.5
YLR104W,81.7,21.9
YLR105C,33.0,11.5
YLR106C,24.7,44.8
YLR107W,57.5,14.7
YLR108C,61.7,20.3
YLR109W,13756.6,4514.8
YLR110C,7907.6,6282.0
YLR112W,13.2,5.4
YLR113W,323.8,91.3
YLR114C,45.1,17.2
YLR115W,18.3,10.4
YLR116W,39.8,10.6
YLR117C,49.9,16.2
YLR118C,108.4,46.0
YLR119W,83.1,16.4
YLR120C,48.8,36.0
YLR121C,42.8,17.4
YLR123C,12.6,4.7
YLR124W,15.3,5.5
YLR125W,28.7,12.0
YLR126C,42.3,17.3
YLR127C,13.0,6.5
YLR128W,19.4,8.7
YLR129W,17.9,20.2
YLR130C,41.6,13.1
YLR131C,19.4,6.0
YLR132C,12.6,4.7
YLR133W,32.5,38.8
YLR134W,62.3,66.3
YLR135W,10.6,5.5
YLR136C,30.2,10.2
YLR137W,53.4,14.0
YLR138W,51.7,25.9
YLR140W,11.2,4.3
YLR142W,33.0,7.6
YLR143W,12.2,11.5
YLR144C,18.8,18.3
YLR145W,45.7,9.4
YLR146C,15.6,7.0
YLR146W-A,322.5,154.5
YLR147C,90.0,24.3
YLR148W,26.7,23.6
YLR149C,78.8,31.2
YLR150W,1179.1,1321.9
YLR151C,45.3,9.9
YLR152C,33.0,11.5
YLR153C,193.6,539.2
YLR154C,52.8,20.9
YLR163C,97.3,42.6
YLR163W-A,505.2,0.0
YLR164W,24.6,6.6
YLR165C,45.5,9.4
YLR166C,30.6,32.6
YLR167W,5436.2,2772.2
YLR168C,273.2,54.9
YLR169W,41.6,19.0
YLR170C,31.7,14.1
YLR171W,54.3,27.6
YLR172C,129.3,70.2
YLR173W,44.6,14.3
YLR174W,74.1,16.6
YLR175W,146.6,49.7
YLR176C,10.4,3.0
YLR177W,61.5,16.8
YLR178C,1658.2,276.2
YLR179C,775.2,141.9
YLR180W,167.1,77.4
YLR181C,65.9,16.8
YLR182W,30.8,10.7
YLR183C,15.4,7.0
YLR185W,2753.7,2424.0
YLR186W,57.9,18.5
YLR187W,12.1,13.3
YLR188W,20.2,12.2
YLR189C,51.6,30.4
YLR190W,38.9,21.7
YLR191W,25.9,8.5
YLR192C,309.6,101.4
YLR193C,121.9,31.7
YLR194C,140.0,42.7
YLR195C,53.6,32.7
YLR196W,32.9,22.4
YLR197W,206.6,127.6
YLR198C,159.6,159.8
YLR199C,95.7,22.2
YLR200W,143.8,55.5
YLR201C,126.8,36.3
YLR202C,14.9,6.0
YLR203C,102.4,39.5
YLR204W,204.7,42.6
YLR205C,195.2,36.2
YLR206W,176.8,50.9
YLR207W,22.1,12.4
YLR208W,229.4,93.3
YLR209C,142.4,58.8
YLR210W,15.2,4.2
YLR211C,25.9,9.0
YLR213C,10.9,3.2
YLR214W,21.2,11.4
YLR215C,22.7,6.6
YLR216C,2809.3,670.7
YLR217W,4222.1,1458.3
YLR218C,81.1,29.9
YLR219W,91.3,22.0
YLR220W,92.9,23.7
YLR221C,74.9,24.2
YLR222C,14.3,17.0
YLR222C-A,10.5,18.9
YLR223C,29.4,13.7
YLR224W,56.2,14.9
YLR225C,135.9,29.0
YLR226W,27.5,9.7
YLR227C,25.6,6.8
YLR228C,13.1,6.8
YLR229C,199.8,75.9
YLR230W,178.2,64.2
YLR231C,40.7,37.6
YLR232W,47.0,67.8
YLR237W,61.3,26.5
YLR238W,18.6,5.5
YLR239C,32.6,13.2
YLR240W,29.6,21.7
YLR241W,53.3,35.8
YLR242C,13.1,5.9
YLR243W,30.2,11.0
YLR244C,118.1,56.3
YLR245C,46.0,26.5
YLR246W,36.9,8.2
YLR247C,45.9,25.8
YLR248W,156.7,73.8
YLR249W,712.8,2783.7
YLR250W,280.2,90.1
YLR251W,159.8,32.3
YLR252W,135.9,25.3
YLR253W,33.5,10.3
YLR254C,57.1,15.7
YLR256W,13.7,16.2
YLR257W,373.8,82.2
YLR258W,286.7,139.1
YLR259C,1937.4,832.3
YLR260W,91.9,29.6
YLR261C,10.3,4.6
YLR262C,65.5,29.5
YLR262C-A,3003.3,620.3
YLR263W,46.4,21.0
YLR264C-A,364.9,339.9
YLR264W,1579.6,534.5
YLR265C,22.8,5.4
YLR266C,28.9,10.9
YLR267W,65.4,25.3
YLR268W,73.7,18.1
YLR270W,357.4,188.6
YLR271W,28.7,12.9
YLR272C,22.0,11.9
YLR274W,33.0,15.4
YLR275W,149.1,20.1
YLR276C,34.8,21.7
YLR277C,17.7,7.7
YLR278C,11.0,8.3
YLR281C,20.9,6.6
YLR283W,18.3,9.7
YLR284C,24.7,6.7
YLR285C-A,15.7,22.0
YLR285W,49.5,26.0
YLR286C,289.6,123.8
YLR286W-A,183.5,87.7
YLR287C,41.5,12.7
YLR287C-A,10977.0,5992.7
YLR288C,16.1,3.1
YLR289W,12.6,5.7
YLR290C,44.0,15.4
YLR291C,51.1,20.9
YLR292C,206.3,62.2
YLR293C,971.8,505.7
YLR294C,90.4,43.2
YLR295C,209.8,65.3
YLR297W,115.8,20.0
YLR298C,104.8,21.3
YLR299W,77.7,25.3
YLR300W,217.1,111.7
YLR301W,260.8,202.0
YLR302C,17.7,8.2
YLR303W,365.5,239.6
YLR304C,810.3,1288.8
YLR305C,26.8,22.8
YLR306W,64.1,13.6
YLR307W,17.2,2.0
YLR308W,14.4,4.7
YLR309C,59.1,35.4
YLR310C,59.5,27.4
YLR312C,10.7,5.4
YLR312W-A,44.0,14.0
YLR313C,13.1,6.3
YLR314C,125.1,86.3
YLR315W,18.0,6.3
YLR316C,15.7,5.1
YLR321C,26.8,9.2
YLR322W,24.3,13.6
YLR323C,13.3,4.7
YLR324W,70.9,34.1
YLR325C,3604.3,2053.6
YLR326W,51.9,14.2
YLR327C,1452.0,229.2
YLR328W,22.9,9.3
YLR330W,71.1,28.2
YLR332W,56.5,17.3
YLR333C,272.9,192.6
YLR335W,55.8,64.9
YLR336C,39.9,20.4
YLR337C,36.9,4.5
YLR339C,2024.1,2172.2
YLR340W,1452.5,1211.2
YLR341W,22.9,6.9
YLR342W,129.4,443.3
YLR342W-A,45.6,59.2
YLR343W,104.3,73.1
YLR344W,830.1,465.0
YLR345W,83.2,27.4
YLR346C,117.5,35.8
YLR347C,55.2,82.7
YLR347W-A,18.4,20.0
YLR348C,225.9,42.9
YLR349W,109.9,28.7
YLR350W,242.2,44.2
YLR351C,206.8,96.6
YLR352W,46.7,19.8
YLR353W,20.1,9.3
YLR354C,755.5,536.4
YLR355C,224.2,242.8
YLR356W,157.4,34.1
YLR357W,21.1,10.4
YLR358C,12.6,3.8
YLR359W,303.4,131.7
YLR360W,28.6,13.7
YLR361C,28.8,19.8
YLR361C-A,142.6,49.6
YLR362W,26.6,11.5
YLR363C,58.6,17.8
YLR363W-A,53.4,19.8
YLR364C-A,165.1,0.0
YLR364W,55.3,21.5
YLR365W,12.6,3.9
YLR367W,154.3,48.3
YLR368W,25.0,7.1
YLR369W,29.8,9.8
YLR370C,462.5,86.5
YLR371W,30.1,18.1
YLR372W,109.9,61.7
YLR373C,19.9,9.2
YLR374C,19.1,9.5
YLR375W,51.7,16.0
YLR376C,14.6,4.9
YLR378C,151.0,67.0
YLR379W,131.6,62.3
YLR380W,29.8,10.3
YLR382C,14.7,8.2
YLR383W,11.1,10.3
YLR384C,25.6,81.5
YLR386W,17.6,19.4
YLR387C,74.5,22.6
YLR388W,76.3,36.2
YLR389C,45.8,51.6
YLR390W,88.0,33.4
YLR390W-A,877.2,276.9
YLR392C,30.6,8.9
YLR393W,22.2,11.3
YLR394W,23.0,7.7
YLR395C,188.2,68.8
YLR396C,34.7,19.8
YLR397C,56.6,33.8
YLR398C,54.1,59.0
YLR399C,49.8,21.1
YLR401C,17.4,11.2
YLR403W,32.4,13.7
YLR404W,24.2,7.6
YLR405W,27.3,7.2
YLR406C,325.0,196.1
YLR406C-A,20.9,31.7
YLR407W,26.8,9.2
YLR408C,39.8,11.6
YLR409C,19.4,16.1
YLR410W,85.1,65.9
YLR411W,26.5,6.3
YLR412W,48.2,16.3
YLR413W,45.0,28.1
YLR414C,132.6,51.1
YLR417W,24.4,10.6
YLR418C,40.7,13.8
YLR419W,10.5,12.8
YLR420W,237.3,123.6
YLR421C,298.0,101.0
YLR422W,30.0,31.4
YLR423C,26.4,12.5
YLR424W,27.8,10.4
YLR425W,21.5,10.9
YLR426W,34.4,11.7
YLR427W,24.9,11.5
YLR428C,80.0,57.7
YLR429W,127.0,61.1
YLR430W,29.5,24.5
YLR431C,11.0,3.6
YLR432W,84.2,131.8
YLR433C,22.0,16.4
YLR435W,24.0,9.5
YLR436C,21.9,13.3
YLR437C,42.3,12.4
YLR437C-A,140.1,167.2
YLR438C-A,126.3,15.1
YLR438W,63.6,58.2
YLR439W,35.9,8.2
YLR440C,26.4,9.4
YLR441C,1116.3,1112.6
YLR442C,18.8,11.0
YLR443W,38.6,12.7
YLR444C,44.3,11.3
YLR445W,11.0,3.5
YLR446W,39.9,20.0
YLR447C,264.7,249.3
YLR448W,400.9,547.8
YLR449W,101.7,64.4
YLR450W,40.4,29.5
YLR451W,20.7,9.7
YLR452C,22.6,13.8
YLR453C,13.6,6.7
YLR454W,51.0,83.2
YLR455W,93.2,22.1
YLR456W,12.0,3.9
YLR457C,25.7,5.4
YLR459W,36.0,18.4
YML001W,169.1,56.7
YML002W,26.6,6.8
YML003W,18.5,8.0
YML004C,260.4,115.7
YML005W,17.6,7.2
YML007W,87.1,31.2
YML008C,514.5,389.5
YML009C,201.8,64.2
YML009C-A,57.2,50.1
YML010W,51.4,49.4
YML011C,42.8,12.7
YML012C-A,13.1,6.2
YML012W,438.7,207.8
YML013W,36.8,28.5
YML014W,42.5,12.1
YML015C,86.6,17.9
YML016C,130.1,29.9
YML017W,13.9,32.4
YML018C,20.5,5.7
YML019W,22.7,13.3
YML020W,24.4,8.2
YML021C,19.5,11.1
YML022W,100.3,67.9
YML023C,18.7,6.0
YML024W,1915.2,2277.4
YML025C,99.1,18.1
YML026C,894.4,554.6
YML028W,2074.7,1291.6
YML029W,29.2,11.4
YML030W,134.2,25.0
YML031C-A,25.4,17.9
YML031W,33.0,13.3
YML032C,62.4,16.3
YML034C-A,20.3,15.3
YML034W,19.1,8.8
YML035C,36.5,61.1
YML036W,25.2,13.0
YML038C,57.5,19.5
YML041C,25.1,5.7
YML042W,91.0,28.6
YML043C,10.0,3.2
YML046W,11.3,4.9
YML048W,105.8,57.6
YML049C,21.0,11.1
YML050W,15.0,4.2
YML051W,44.8,24.4
YML052W,69.0,19.5
YML053C,17.5,3.7
YML054C,183.1,42.9
YML054C-A,16.9,27.2
YML055W,79.6,37.4
YML056C,41.5,45.8
YML057C-A,62.5,28.8
YML057W,83.7,28.2
YML058W,519.5,79.4
YML058W-A,87.3,19.0
YML059C,20.5,27.1
YML061C,11.9,5.7
YML062C,60.0,11.0
YML063W,1328.8,1547.9
YML064C,24.8,6.5
YML065W,24.5,14.8
YML066C,11.7,2.3
YML067C,74.3,45.1
YML068W,27.4,9.0
YML069W,172.8,70.8
YML070W,249.1,172.3
YML071C,28.0,8.5
YML072C,71.4,112.3
YML073C,809.5,606.3
YML074C,734.1,141.3
YML075C,68.5,42.1
YML076C,13.6,6.8
YML077W,92.1,24.3
YML078W,519.7,324.0
YML079W,216.9,121.0
YML081C-A,210.5,51.1
YML081W,16.6,10.9
YML083C,10.0,2.0
YML085C,162.3,188.3
YML086C,104.9,69.7
YML087C,14.0,3.4
YML088W,19.5,9.2
YML091C,15.7,9.1
YML092C,335.7,80.8
YML093W,14.7,14.0
YML094C-A,12.4,2.5
YML094W,65.8,21.5
